KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
cz-souhrnne-typy-ovm,Summary types of Czech institutions of public power,https://linked.opendata.cz/sparql,"['https://data.cssz.cz/dump/duchodci-v-cr-krajich-okresech.csv', 'https://data.cssz.cz/dump/duchodci-v-cr-krajich-okresech.trig', 'https://linked.opendata.cz/soubor/datové-schránky/datové-schránky.trig.gz', 'https://data.cssz.cz/dump/pomocne-ciselniky.csv', 'https://data.cssz.cz/dump/pomocne-ciselniky.trig', 'https://linked.opendata.cz/soubory/souhrnné-typy-ovm/souhrnné-typy-ovm.trig.gz', 'https://linked.opendata.cz/soubor/ovm/ovm.trig.gz', 'https://data.cssz.cz/dump/duchodci-v-cr-krajich-okresech.csv', 'https://data.cssz.cz/dump/duchodci-v-cr-krajich-okresech.trig', 'https://linked.opendata.cz/soubory/souhrnné-typy-ovm/souhrnné-typy-ovm.trig.gz', 'https://linked.opendata.cz/soubor/datové-schránky/datové-schránky.trig.gz', 'https://data.cssz.cz/dump/pomocne-ciselniky.csv', 'https://data.cssz.cz/dump/pomocne-ciselniky.trig', 'https://linked.opendata.cz/soubor/ovm/ovm.trig.gz']",False,1,0.0906,1,0.78,0,1,0.65,1.0,1,1.0,1,1.0,1,1,0.53,1,0.88,1,1,1,1,1.0,3.53
data-gov,Data.gov,http://services.data.gov/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
data-gov-ie,DataGovIE - Irish Government Data,http://data-gov.ie/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
data-hnm-hu,data-hnm-hu - Hungarian National Museum Datasets,http://data.hnm.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
data-incubator-climb,Climb Dataincubator,http://api.talis.com/stores/climb/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
data-incubator-our-airports,Airport data from Our Airports published as RDF,http://api.talis.com/stores/airports/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
data-incubator-smcjournals,Scottish Mountaineering Council Journals Issues 1-36,http://api.talis.com/stores/smcjournals/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
dbkwik,DBkWik,http://dbkwik.webdatacommons.org/sparql,['http://data.dws.informatik.uni-mannheim.de/dbkwik/dbkwik.nt.gz'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.38
dbpedia-commons,DBpedia Commons,http://commons.dbpedia.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
dbpedia-eu,DBpedia in Basque,http://eu.dbpedia.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
dbtune-musicbrainz,DBTune.org Musicbrainz D2R Server,http://dbtune.org/musicbrainz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.84
dewey_decimal_classification,Dewey Decimal Classification (DDC),http://dewey.info/sparql.php,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
dkh-deusto-knowledge-hub,DKH (Deusto Knowledge Hub),,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.06
dutch-national-regulations-metalex,MetaLex Document Server,http://doc.metalex.eu:8000/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
ecb-statistics-linked-data,European Central Bank Statistics (PublicData.eu),http://ecb.publicdata.eu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
ecco-tcp-linked-data,ECCO-TCP Eighteenth Century Texts Linked Data,http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
eclap,ECLAP,http://www.eclap.eu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
epa-cdr,EPA-CDR,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
epa-frs,EPA-FRS,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
epa-rcra,EPA-RCRA,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
epa-srs,EPA-SRS,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
epa-tri,EPA-TRI,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
es-msssi-drug-prices,List of prices of medicinal products marketed in Kingdom of Spain,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
eu-parliament-media,EU Parliament Media Library,http://api.talis.com/stores/eupmedia/services/sparql,['http://eupmedia.publicdata.eu/dump/eup_media_assets.ttl'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
eu-who-is-who,EU Who Is Who,http://api.talis.com/stores/whoiswho/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
eumida-linked-data,EUMIDA as Linked Data,http://api.talis.com/stores/eumida/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
eurobarometer-standard,Standard Eurobarometer,http://api.talis.com/stores/eurobarometer/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
european-election-results,European Election Results,http://api.talis.com/stores/elections/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
eurosentiment,EuroSentiment,http://virtuoso-eurosentiment.paradigmatecnologico.com/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eurostat-rdf,Eurostat RDF datasets,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eventkg,EventKG,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eventseer,Eventseer,http://eculture2.cs.vu.nl:8890/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
flybase,Flybase,http://www.open-biomed.org.uk/sparql/endpoint/flybase,['http://www.open-biomed.org.uk/open-biomed-data/flybase-dump-core-fb201102.tar.gz'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
flyted,Flyted,http://www.open-biomed.org.uk/sparql/endpoint/flyted,['http://www.open-biomed.org.uk/open-biomed-data/flyted-release-fm3-20110210.tar.gz'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.36
foodista,Foodista,http://kasabi.com/api/sparql-endpoint-foodista,['http://archive.org/download/kasabi/foodista.gz'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.36
foodpedia,FOODpedia - Linked Data Dataset about Food Products and Ingredients,http://foodpedia.tk/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
framebase-schema,FrameBase schema,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
framester,Framester,https://w3id.org/framester/sparql,"['https://doi.org/10.6084/m9.figshare.4994537', 'https://ndownloader.figshare.com/files/8412392']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
fu-berlin-dblp,DBLP Bibliography Database in RDF (FU Berlin),http://www4.wiwiss.fu-berlin.de/dblp/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
fu-berlin-ec-competition,European Commission Competition data set (FU Berlin),http://www4.wiwiss.fu-berlin.de/eccompetition/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
fu-berlin-euraxess,EURAXESS - Researchers in Motion,http://www4.wiwiss.fu-berlin.de/euraxess/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
fu-berlin-eures,European Employment Services (EURES),http://www4.wiwiss.fu-berlin.de/eures/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
geoecuador,GeoEcuador,http://190.15.132.241/marmotta/sparql/select,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
geographic-names-information-system-gnis,Geographic Names Information System (GNIS),http://usgs-stko.geog.ucsb.edu:8080/sparql/select,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
gipuzkoademografia,Gipuzkoa Demografia,http://ckan.eurohelp.es:8890/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
glastonbury-2011,Glastonbury 2011 Programme,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
googleart-wrapper,GoogleArt wrapper,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
govagribus-denmark,GovAgriBus Denmark,http://extbi.lab.aau.dk/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
heartfailure,Meriterm Heart Failure Multilingual Terminology,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
hedatuz,Hedatuz,http://helheim.deusto.es/hedatuz/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
icane,ICANE,http://www.icane.es/opendata/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
iislod-test,"Test Site, LOD Lab 317",http://sparql.odw.tw,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
influence-tracker-dataset,Influence Tracker Dataset,http://www.influencetracker.com:8890/sparql,[],True,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
instance-hub-fiscal-years,Instance Hub Fiscal Years,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.06
intervalue,intervalue,http://greek-lod.math.auth.gr/intervalue/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
isic-v4,ISIC V4,http://156.35.82.103/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
ispra-lod-place,ISPRA - The administrative divisions of Italy (regions/provinces/municipalities),http://dati.isprambiente.it/sparql,"['https://rep.isprambiente.it/downloads/lod/rdf/marind/kg', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/euring/capture_types/capture_types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/operational_status/operational_status.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/datastation_types/datastation_types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/observations/certainty/certainty.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/bodies/bodies.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/quality/quality.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/euring/capture_types/capture_types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/operational_status/operational_status.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/datastation_types/datastation_types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/observations/certainty/certainty.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/bodies/bodies.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/quality/quality.csv', 'https://rep.isprambiente.it/downloads/lod/rdf/place/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/euring/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ihi/kg/dissesto.nt.gz', 'https://rep.isprambiente.it/downloads/lod/rdf/pest/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/soilc/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/bathw/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ostreopsis/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/rmn/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ron/kg', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/repair-types/repair-types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/repair-types/repair-types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-types/instability-types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-types/instability-types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/implementation-plan-steps/implementation-plan-steps.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/implementation-plan-steps/implementation-plan-steps.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-categories/instability-categories.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-categories/instability-categories.ttl']",False,1,0.3,1,0.56,0,1,0.64,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.39
ispra-lod-ron,ISPRA - The Italian Data Buoy Network (RON),http://dati.isprambiente.it/sparql,"['https://rep.isprambiente.it/downloads/lod/rdf/marind/kg', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/top/latest/top.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/inspire-mf/latest/inspire-mf.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/place/latest/place.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.jsonld', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.rdf', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/ontologies/rendis/latest/rendis.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/euring/capture_types/capture_types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/operational_status/operational_status.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/datastation_types/datastation_types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/observations/certainty/certainty.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/bodies/bodies.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/quality/quality.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/euring/capture_types/capture_types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/operational_status/operational_status.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/platforms/datastation_types/datastation_types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/observations/certainty/certainty.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/bodies/bodies.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/bathing_waters/quality/quality.csv', 'https://rep.isprambiente.it/downloads/lod/rdf/place/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/euring/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ihi/kg/dissesto.nt.gz', 'https://rep.isprambiente.it/downloads/lod/rdf/pest/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/soilc/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/bathw/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ostreopsis/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/rmn/kg', 'https://rep.isprambiente.it/downloads/lod/rdf/ron/kg', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/repair-types/repair-types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/repair-types/repair-types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-types/instability-types.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-types/instability-types.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/implementation-plan-steps/implementation-plan-steps.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/implementation-plan-steps/implementation-plan-steps.ttl', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-categories/instability-categories.csv', 'https://raw.githubusercontent.com/isprambiente/dati-semantic/main/assets/controlled-vocabularies/soil-protection/instability-categories/instability-categories.ttl']",False,1,0.3,1,0.67,0,1,0.66,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.41
it-aifa-drug-prices,List of prices of medicinal products marketed in Italian Republic,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
jel-classification,JEL Classification,,['http://zbw.eu/beta/external_identifiers/jel/download/jel.ttl.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.32
jiscopenbib-bl_bnb-1,JISC Open Bibliography British National Bibliography dataset,http://bnb.data.bl.uk/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
jrc-names-ec,JRC-Names,http://open-data.europa.eu/en/linked-data,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
jrc-names-mlode,JRC-Names-MLODE,http://mlode.nlp2rdf.org/sparql,['http://optima.jrc.it/data/entities.gzip'],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
judaicalink,JudaicaLink,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
lcsubjects,LCSubjects.org Library of Congress Subject Headings,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
lexin-rdf,LEXIN-RDF,http://demo.spraakdata.gu.se/ltlod/test/,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
lexvo-org,Lexvo.org,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
lime,Linguistic Metadata (LIME) vocabulary,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
linked-crunchbase,Linked Crunchbase,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
linked-drugs,LinkedDrugs: Linked Drug Product Data on a Global Scale,http://linkeddata.finki.ukim.mk/sparql,"['https://1drv.ms/u/s!Am4lzx3beiYMpz_JWQtqjfGFm3kE', 'https://1drv.ms/u/s!Am4lzx3beiYMp0F9VdJ7yAnOXwVb', 'https://1drv.ms/u/s!Am4lzx3beiYMp0DMiO0LVOCo2FTC']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
linked-open-commerce,Linked Open Commerce,http://linkedopencommerce.com/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,0,0.25,1,1,1,0,0.75,2.21
linked-open-data-of-ecology,Linked Open Data of Ecology,http://ecowlim.tfri.gov.tw/sparql/query,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
linked-open-piracy,Linked Open Piracy,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
linked-periodicals,Linked Periodicals Database,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
linked-taiwan-geo-names,Linked Taiwan Geo-Names,http://geoname.linkedopendata.tw/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
linked-user-feedback,Linked User Feedback,http://soa4all.isoco.net/luf/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
